destination,country,continent,population,cost_index,safety_index,climate,activities,style,has_beaches,has_mountains,is_urban,is_safe,is_expensive
"Dubai, UAE Variant 3",UAE,Asia,1874319,138.25098264667633,86.6643489214455,Desert,"['Luxury shopping', 'Desert safaris', 'Fine dining']",Luxury,False,False,True,True,True
"Capri, Italy Variant 4",Italy,Europe,20032,118.30550762516633,90.74798739036777,Mediterranean,"['Luxury villas', 'Boat tours', 'Fine dining']",Luxury,False,False,False,True,True
"Dubai, UAE Variant 5",UAE,Asia,4472573,140.27421535338775,87.68139811510144,Desert,"['Luxury shopping', 'Desert safaris', 'Fine dining']",Luxury,False,False,True,True,True
"St. Moritz, Switzerland Variant 6",Switzerland,Europe,4669,157.73739128826247,100.0,Alpine,"['Skiing', 'Luxury spas', 'Fine dining']",Luxury,False,True,False,True,True
"Beverly Hills, USA Variant 7",USA,North America,39954,147.38080374909651,88.55444739443884,Mediterranean,"['Celebrity spotting', 'Luxury shopping', 'Spas']",Luxury,False,False,False,True,True
"Dubai, UAE Variant 8",UAE,Asia,4010047,139.6539748459117,97.18065360903108,Desert,"['Luxury shopping', 'Desert safaris', 'Fine dining']",Luxury,False,False,True,True,True
"Dubai, UAE Variant 9",UAE,Asia,2592981,133.8225493914492,86.98011463179631,Desert,"['Luxury shopping', 'Desert safaris', 'Fine dining']",Luxury,False,False,True,True,True
"Dubai, UAE Variant 10",UAE,Asia,2658311,132.03302943569074,89.57658482163708,Desert,"['Luxury shopping', 'Desert safaris', 'Fine dining']",Luxury,False,False,True,True,True
"Beverly Hills, USA Variant 11",USA,North America,50981,139.9649200799146,83.14998016245478,Mediterranean,"['Celebrity spotting', 'Luxury shopping', 'Spas']",Luxury,False,False,False,False,True
"Beverly Hills, USA Variant 12",USA,North America,46437,130.03767943777478,87.69228363059976,Mediterranean,"['Celebrity spotting', 'Luxury shopping', 'Spas']",Luxury,False,False,False,True,True
"St. Moritz, Switzerland Variant 13",Switzerland,Europe,4349,172.35121821948528,95.39954009527804,Alpine,"['Skiing', 'Luxury spas', 'Fine dining']",Luxury,False,True,False,True,True
Monaco Variant 14,Monaco,Europe,27767,146.2940947692755,100.0,Mediterranean,"['Casino', 'Yachting', 'Luxury resorts']",Luxury,False,False,False,True,True
"Dubai, UAE Variant 15",UAE,Asia,4317777,136.7288621631745,90.1779177976931,Desert,"['Luxury shopping', 'Desert safaris', 'Fine dining']",Luxury,False,False,True,True,True
"Beverly Hills, USA Variant 16",USA,North America,42112,150.75175935668457,81.15647728220166,Mediterranean,"['Celebrity spotting', 'Luxury shopping', 'Spas']",Luxury,False,False,False,False,True
"Capri, Italy Variant 17",Italy,Europe,16550,144.67203710812493,85.03820856754743,Mediterranean,"['Luxury villas', 'Boat tours', 'Fine dining']",Luxury,False,False,False,True,True
"Capri, Italy Variant 18",Italy,Europe,11023,114.55885997885807,89.18603546963853,Mediterranean,"['Luxury villas', 'Boat tours', 'Fine dining']",Luxury,False,False,False,True,True
Monaco Variant 19,Monaco,Europe,40708,152.98377452601179,91.82546540128793,Mediterranean,"['Casino', 'Yachting', 'Luxury resorts']",Luxury,False,False,False,True,True
"Capri, Italy Variant 20",Italy,Europe,12307,117.71400084659982,85.02825312695744,Mediterranean,"['Luxury villas', 'Boat tours', 'Fine dining']",Luxury,False,False,False,True,True
"Dubai, UAE Variant 21",UAE,Asia,4117783,136.59031348872404,89.622448547658,Desert,"['Luxury shopping', 'Desert safaris', 'Fine dining']",Luxury,False,False,True,True,True
"Beverly Hills, USA Variant 22",USA,North America,17337,145.3806172018181,87.79159598805053,Mediterranean,"['Celebrity spotting', 'Luxury shopping', 'Spas']",Luxury,False,False,False,True,True
"Beverly Hills, USA Variant 23",USA,North America,30520,137.3100549269666,95.82585966264439,Mediterranean,"['Celebrity spotting', 'Luxury shopping', 'Spas']",Luxury,False,False,False,True,True
"Dubai, UAE Variant 24",UAE,Asia,3401937,127.62304875310359,91.96117382097616,Desert,"['Luxury shopping', 'Desert safaris', 'Fine dining']",Luxury,False,False,True,True,True
"Capri, Italy Variant 25",Italy,Europe,11785,111.53388290866671,93.65623253335202,Mediterranean,"['Luxury villas', 'Boat tours', 'Fine dining']",Luxury,False,False,False,True,True
"Dubai, UAE Variant 26",UAE,Asia,2903763,131.64760841236517,91.25443850928009,Desert,"['Luxury shopping', 'Desert safaris', 'Fine dining']",Luxury,False,False,True,True,True
"St. Moritz, Switzerland Variant 27",Switzerland,Europe,2617,161.7334166437041,98.2197659895425,Alpine,"['Skiing', 'Luxury spas', 'Fine dining']",Luxury,False,True,False,True,True
"Dubai, UAE Variant 28",UAE,Asia,2635301,125.28140405566536,89.0123508952227,Desert,"['Luxury shopping', 'Desert safaris', 'Fine dining']",Luxury,False,False,True,True,True
"St. Moritz, Switzerland Variant 29",Switzerland,Europe,6050,161.50134634006218,100.0,Alpine,"['Skiing', 'Luxury spas', 'Fine dining']",Luxury,False,True,False,True,True
"Capri, Italy Variant 30",Italy,Europe,17464,113.0495633985026,89.79415261543726,Mediterranean,"['Luxury villas', 'Boat tours', 'Fine dining']",Luxury,False,False,False,True,True
Monaco Variant 31,Monaco,Europe,58118,151.87802547891087,87.03141492324484,Mediterranean,"['Casino', 'Yachting', 'Luxury resorts']",Luxury,False,False,False,True,True
"Beverly Hills, USA Variant 32",USA,North America,35512,127.3983523482742,84.91819295980261,Mediterranean,"['Celebrity spotting', 'Luxury shopping', 'Spas']",Luxury,False,False,False,False,True
"Beverly Hills, USA Variant 33",USA,North America,38070,128.62858619463776,83.30297108099741,Mediterranean,"['Celebrity spotting', 'Luxury shopping', 'Spas']",Luxury,False,False,False,False,True
"Capri, Italy Variant 34",Italy,Europe,18355,107.0187311494537,97.89053403955756,Mediterranean,"['Luxury villas', 'Boat tours', 'Fine dining']",Luxury,False,False,False,True,True
"Beverly Hills, USA Variant 35",USA,North America,38855,152.43183437214358,83.50593405982549,Mediterranean,"['Celebrity spotting', 'Luxury shopping', 'Spas']",Luxury,False,False,False,False,True
"Dubai, UAE Variant 36",UAE,Asia,4630560,126.80152476745155,91.7587899612437,Desert,"['Luxury shopping', 'Desert safaris', 'Fine dining']",Luxury,False,False,True,True,True
"Dubai, UAE Variant 37",UAE,Asia,4765351,114.29006644325328,90.92173969188916,Desert,"['Luxury shopping', 'Desert safaris', 'Fine dining']",Luxury,False,False,True,True,True
"Dubai, UAE Variant 38",UAE,Asia,4856378,113.92338972881942,91.92370289447862,Desert,"['Luxury shopping', 'Desert safaris', 'Fine dining']",Luxury,False,False,True,True,True
"Capri, Italy Variant 39",Italy,Europe,20286,121.07695005646782,92.05893145522934,Mediterranean,"['Luxury villas', 'Boat tours', 'Fine dining']",Luxury,False,False,False,True,True
Monaco Variant 40,Monaco,Europe,40827,148.29820333493447,88.4296634573298,Mediterranean,"['Casino', 'Yachting', 'Luxury resorts']",Luxury,False,False,False,True,True
"St. Moritz, Switzerland Variant 41",Switzerland,Europe,3328,145.76042847549854,95.66673835382792,Alpine,"['Skiing', 'Luxury spas', 'Fine dining']",Luxury,False,True,False,True,True
"St. Moritz, Switzerland Variant 42",Switzerland,Europe,5871,136.24333988907384,99.99124687314975,Alpine,"['Skiing', 'Luxury spas', 'Fine dining']",Luxury,False,True,False,True,True
"Beverly Hills, USA Variant 43",USA,North America,49661,140.47961445981548,89.65921931629258,Mediterranean,"['Celebrity spotting', 'Luxury shopping', 'Spas']",Luxury,False,False,False,True,True
"St. Moritz, Switzerland Variant 44",Switzerland,Europe,4794,151.77568422745136,100.0,Alpine,"['Skiing', 'Luxury spas', 'Fine dining']",Luxury,False,True,False,True,True
"Dubai, UAE Variant 45",UAE,Asia,4863711,134.25887206193036,91.09573888707877,Desert,"['Luxury shopping', 'Desert safaris', 'Fine dining']",Luxury,False,False,True,True,True
"Capri, Italy Variant 46",Italy,Europe,18959,112.70920836897301,95.2395648456529,Mediterranean,"['Luxury villas', 'Boat tours', 'Fine dining']",Luxury,False,False,False,True,True
"Dubai, UAE Variant 47",UAE,Asia,3191879,135.62316620623258,93.08631723929093,Desert,"['Luxury shopping', 'Desert safaris', 'Fine dining']",Luxury,False,False,True,True,True
"Beverly Hills, USA Variant 48",USA,North America,17411,127.49592266030282,91.02257663177683,Mediterranean,"['Celebrity spotting', 'Luxury shopping', 'Spas']",Luxury,False,False,False,True,True
"Beverly Hills, USA Variant 49",USA,North America,23048,153.87644307057658,88.33047779827886,Mediterranean,"['Celebrity spotting', 'Luxury shopping', 'Spas']",Luxury,False,False,False,True,True
"Capri, Italy Variant 50",Italy,Europe,10441,128.83861203453074,88.91113208804056,Mediterranean,"['Luxury villas', 'Boat tours', 'Fine dining']",Luxury,False,False,False,True,True
"Capri, Italy Variant 51",Italy,Europe,8659,112.42007777481327,82.16825133517953,Mediterranean,"['Luxury villas', 'Boat tours', 'Fine dining']",Luxury,False,False,False,False,True
"St. Moritz, Switzerland Variant 52",Switzerland,Europe,7274,194.95877789600098,89.68297020786656,Alpine,"['Skiing', 'Luxury spas', 'Fine dining']",Luxury,False,True,False,True,True
"Dubai, UAE Variant 53",UAE,Asia,3782162,129.15437000856193,87.638608639062,Desert,"['Luxury shopping', 'Desert safaris', 'Fine dining']",Luxury,False,False,True,True,True
Monaco Variant 54,Monaco,Europe,33427,143.15370174239996,98.95312799581384,Mediterranean,"['Casino', 'Yachting', 'Luxury resorts']",Luxury,False,False,False,True,True
"Beverly Hills, USA Variant 55",USA,North America,36510,151.26200087189142,86.63151951883808,Mediterranean,"['Celebrity spotting', 'Luxury shopping', 'Spas']",Luxury,False,False,False,True,True
"Dubai, UAE Variant 56",UAE,Asia,2303696,114.73729003277788,91.16287788704281,Desert,"['Luxury shopping', 'Desert safaris', 'Fine dining']",Luxury,False,False,True,True,True
"Dubai, UAE Variant 57",UAE,Asia,2427281,119.14543923103784,94.54210521447291,Desert,"['Luxury shopping', 'Desert safaris', 'Fine dining']",Luxury,False,False,True,True,True
"Beverly Hills, USA Variant 58",USA,North America,36775,159.76440584515484,80.17879194144474,Mediterranean,"['Celebrity spotting', 'Luxury shopping', 'Spas']",Luxury,False,False,False,False,True
"St. Moritz, Switzerland Variant 59",Switzerland,Europe,4131,158.18224724117067,97.86670711856777,Alpine,"['Skiing', 'Luxury spas', 'Fine dining']",Luxury,False,True,False,True,True
Monaco Variant 60,Monaco,Europe,54309,164.11050901059224,92.9729499619311,Mediterranean,"['Casino', 'Yachting', 'Luxury resorts']",Luxury,False,False,False,True,True
Monaco Variant 61,Monaco,Europe,54166,135.81291462452526,96.06822940756236,Mediterranean,"['Casino', 'Yachting', 'Luxury resorts']",Luxury,False,False,False,True,True
"Dubai, UAE Variant 62",UAE,Asia,2650458,125.69900796238055,91.43177657750185,Desert,"['Luxury shopping', 'Desert safaris', 'Fine dining']",Luxury,False,False,True,True,True
"Dubai, UAE Variant 63",UAE,Asia,2879163,136.77159712065787,89.17318504613634,Desert,"['Luxury shopping', 'Desert safaris', 'Fine dining']",Luxury,False,False,True,True,True
"Dubai, UAE Variant 64",UAE,Asia,3029251,134.3673855173351,93.02147377480848,Desert,"['Luxury shopping', 'Desert safaris', 'Fine dining']",Luxury,False,False,True,True,True
"Capri, Italy Variant 65",Italy,Europe,17174,113.47042008742189,96.06690699952497,Mediterranean,"['Luxury villas', 'Boat tours', 'Fine dining']",Luxury,False,False,False,True,True
"Beverly Hills, USA Variant 66",USA,North America,22154,141.0947060404729,93.26264470674832,Mediterranean,"['Celebrity spotting', 'Luxury shopping', 'Spas']",Luxury,False,False,False,True,True
"Beverly Hills, USA Variant 67",USA,North America,31457,146.90236800380274,75.2081580837145,Mediterranean,"['Celebrity spotting', 'Luxury shopping', 'Spas']",Luxury,False,False,False,False,True
"Capri, Italy Variant 68",Italy,Europe,17123,114.17888406209572,87.05980710770562,Mediterranean,"['Luxury villas', 'Boat tours', 'Fine dining']",Luxury,False,False,False,True,True
"Capri, Italy Variant 69",Italy,Europe,11255,126.79373282956503,84.25602982420672,Mediterranean,"['Luxury villas', 'Boat tours', 'Fine dining']",Luxury,False,False,False,False,True
"Dubai, UAE Variant 70",UAE,Asia,4491604,112.74193271209404,87.61217673832172,Desert,"['Luxury shopping', 'Desert safaris', 'Fine dining']",Luxury,False,False,True,True,True
"Capri, Italy Variant 71",Italy,Europe,16976,115.35595737690612,92.31030446625948,Mediterranean,"['Luxury villas', 'Boat tours', 'Fine dining']",Luxury,False,False,False,True,True
"St. Moritz, Switzerland Variant 72",Switzerland,Europe,7497,146.2327029749637,94.67889451283386,Alpine,"['Skiing', 'Luxury spas', 'Fine dining']",Luxury,False,True,False,True,True
"Capri, Italy Variant 73",Italy,Europe,14594,116.46504553798313,84.80915426456534,Mediterranean,"['Luxury villas', 'Boat tours', 'Fine dining']",Luxury,False,False,False,False,True
Monaco Variant 74,Monaco,Europe,47163,154.80304653013297,92.15308149925936,Mediterranean,"['Casino', 'Yachting', 'Luxury resorts']",Luxury,False,False,False,True,True
"Dubai, UAE Variant 75",UAE,Asia,2561028,126.75226526720824,100.0,Desert,"['Luxury shopping', 'Desert safaris', 'Fine dining']",Luxury,False,False,True,True,True
"Dubai, UAE Variant 76",UAE,Asia,3669275,140.5194761772292,86.00969686342793,Desert,"['Luxury shopping', 'Desert safaris', 'Fine dining']",Luxury,False,False,True,True,True
"Capri, Italy Variant 77",Italy,Europe,14841,127.13061180926604,94.80069253239873,Mediterranean,"['Luxury villas', 'Boat tours', 'Fine dining']",Luxury,False,False,False,True,True
"St. Moritz, Switzerland Variant 78",Switzerland,Europe,4346,170.81942059740848,100.0,Alpine,"['Skiing', 'Luxury spas', 'Fine dining']",Luxury,False,True,False,True,True
"St. Moritz, Switzerland Variant 79",Switzerland,Europe,6517,155.8222020256822,100.0,Alpine,"['Skiing', 'Luxury spas', 'Fine dining']",Luxury,False,True,False,True,True
Monaco Variant 80,Monaco,Europe,50975,144.41698246053969,89.49922883514152,Mediterranean,"['Casino', 'Yachting', 'Luxury resorts']",Luxury,False,False,False,True,True
"Beverly Hills, USA Variant 81",USA,North America,50269,144.39501230620226,91.89468251756057,Mediterranean,"['Celebrity spotting', 'Luxury shopping', 'Spas']",Luxury,False,False,False,True,True
"Beverly Hills, USA Variant 82",USA,North America,39815,156.34134993488868,77.28316337931321,Mediterranean,"['Celebrity spotting', 'Luxury shopping', 'Spas']",Luxury,False,False,False,False,True
"Dubai, UAE Variant 83",UAE,Asia,2933004,134.5418316718984,88.32633376220204,Desert,"['Luxury shopping', 'Desert safaris', 'Fine dining']",Luxury,False,False,True,True,True
"Beverly Hills, USA Variant 84",USA,North America,30068,139.39711008608387,90.2739758482119,Mediterranean,"['Celebrity spotting', 'Luxury shopping', 'Spas']",Luxury,False,False,False,True,True
"Beverly Hills, USA Variant 85",USA,North America,36005,158.8229223383419,88.04965509866635,Mediterranean,"['Celebrity spotting', 'Luxury shopping', 'Spas']",Luxury,False,False,False,True,True
"Dubai, UAE Variant 86",UAE,Asia,4886694,130.07063158628176,87.69839430263276,Desert,"['Luxury shopping', 'Desert safaris', 'Fine dining']",Luxury,False,False,True,True,True
"St. Moritz, Switzerland Variant 87",Switzerland,Europe,4911,164.2054510922812,95.48522231007841,Alpine,"['Skiing', 'Luxury spas', 'Fine dining']",Luxury,False,True,False,True,True
"Dubai, UAE Variant 88",UAE,Asia,2189377,118.82858673123489,85.93952557101211,Desert,"['Luxury shopping', 'Desert safaris', 'Fine dining']",Luxury,False,False,True,True,True
"St. Moritz, Switzerland Variant 89",Switzerland,Europe,5007,157.94851771002132,94.6479555373429,Alpine,"['Skiing', 'Luxury spas', 'Fine dining']",Luxury,False,True,False,True,True
"St. Moritz, Switzerland Variant 90",Switzerland,Europe,6753,160.27054040688952,97.50930353189926,Alpine,"['Skiing', 'Luxury spas', 'Fine dining']",Luxury,False,True,False,True,True
"Beverly Hills, USA Variant 91",USA,North America,39916,140.6974684884105,84.80117736277933,Mediterranean,"['Celebrity spotting', 'Luxury shopping', 'Spas']",Luxury,False,False,False,False,True
"Capri, Italy Variant 92",Italy,Europe,11294,132.49780701403606,82.42452328522175,Mediterranean,"['Luxury villas', 'Boat tours', 'Fine dining']",Luxury,False,False,False,False,True
"Dubai, UAE Variant 93",UAE,Asia,3099629,132.6464400512129,95.74060719550323,Desert,"['Luxury shopping', 'Desert safaris', 'Fine dining']",Luxury,False,False,True,True,True
"St. Moritz, Switzerland Variant 94",Switzerland,Europe,4279,157.54150021022002,93.92881690725652,Alpine,"['Skiing', 'Luxury spas', 'Fine dining']",Luxury,False,True,False,True,True
"Capri, Italy Variant 95",Italy,Europe,8009,114.96919460895344,83.74965755396804,Mediterranean,"['Luxury villas', 'Boat tours', 'Fine dining']",Luxury,False,False,False,False,True
"Dubai, UAE Variant 96",UAE,Asia,3803117,141.17398815902462,98.24249614946463,Desert,"['Luxury shopping', 'Desert safaris', 'Fine dining']",Luxury,False,False,True,True,True
"St. Moritz, Switzerland Variant 97",Switzerland,Europe,6426,164.2447309424791,96.15953267017377,Alpine,"['Skiing', 'Luxury spas', 'Fine dining']",Luxury,False,True,False,True,True
"Dubai, UAE Variant 98",UAE,Asia,4931108,130.32796995411587,87.20752332649965,Desert,"['Luxury shopping', 'Desert safaris', 'Fine dining']",Luxury,False,False,True,True,True
"Dubai, UAE Variant 99",UAE,Asia,2008997,133.8817025766799,91.19363510184806,Desert,"['Luxury shopping', 'Desert safaris', 'Fine dining']",Luxury,False,False,True,True,True
"Dubai, UAE Variant 100",UAE,Asia,4123394,123.57242697051441,99.50760535210367,Desert,"['Luxury shopping', 'Desert safaris', 'Fine dining']",Luxury,False,False,True,True,True
"St. Moritz, Switzerland Variant 101",Switzerland,Europe,5098,161.73676646138526,93.49331404198642,Alpine,"['Skiing', 'Luxury spas', 'Fine dining']",Luxury,False,True,False,True,True
Monaco Variant 102,Monaco,Europe,38338,140.78140186874685,89.98021313959251,Mediterranean,"['Casino', 'Yachting', 'Luxury resorts']",Luxury,False,False,False,True,True
Monaco Variant 103,Monaco,Europe,46401,152.85689800267198,89.66639445586893,Mediterranean,"['Casino', 'Yachting', 'Luxury resorts']",Luxury,False,False,False,True,True
"St. Moritz, Switzerland Variant 104",Switzerland,Europe,2877,159.16615724725708,97.9284629487053,Alpine,"['Skiing', 'Luxury spas', 'Fine dining']",Luxury,False,True,False,True,True
"Beverly Hills, USA Variant 105",USA,North America,37367,154.98582572011867,94.23878417038108,Mediterranean,"['Celebrity spotting', 'Luxury shopping', 'Spas']",Luxury,False,False,False,True,True
"Capri, Italy Variant 106",Italy,Europe,7211,131.89911397241167,95.06837870271931,Mediterranean,"['Luxury villas', 'Boat tours', 'Fine dining']",Luxury,False,False,False,True,True
"Dubai, UAE Variant 107",UAE,Asia,3416793,151.55332748190617,86.11218937263656,Desert,"['Luxury shopping', 'Desert safaris', 'Fine dining']",Luxury,False,False,True,True,True
"St. Moritz, Switzerland Variant 108",Switzerland,Europe,6182,157.8508964484992,98.38396724662644,Alpine,"['Skiing', 'Luxury spas', 'Fine dining']",Luxury,False,True,False,True,True
"Beverly Hills, USA Variant 109",USA,North America,40838,131.354342727217,96.47694229225982,Mediterranean,"['Celebrity spotting', 'Luxury shopping', 'Spas']",Luxury,False,False,False,True,True
"Dubai, UAE Variant 110",UAE,Asia,2949978,130.69548087757244,94.61294250810053,Desert,"['Luxury shopping', 'Desert safaris', 'Fine dining']",Luxury,False,False,True,True,True
"St. Moritz, Switzerland Variant 111",Switzerland,Europe,7287,171.24353359870503,95.3296138451003,Alpine,"['Skiing', 'Luxury spas', 'Fine dining']",Luxury,False,True,False,True,True
Monaco Variant 112,Monaco,Europe,48336,156.46297369403572,89.41165036494003,Mediterranean,"['Casino', 'Yachting', 'Luxury resorts']",Luxury,False,False,False,True,True
Monaco Variant 113,Monaco,Europe,19824,141.3560892908582,94.2953604286119,Mediterranean,"['Casino', 'Yachting', 'Luxury resorts']",Luxury,False,False,False,True,True
"St. Moritz, Switzerland Variant 114",Switzerland,Europe,2921,163.50341779228398,98.4892804710301,Alpine,"['Skiing', 'Luxury spas', 'Fine dining']",Luxury,False,True,False,True,True
"Beverly Hills, USA Variant 115",USA,North America,31769,157.4958390420542,94.90727039345244,Mediterranean,"['Celebrity spotting', 'Luxury shopping', 'Spas']",Luxury,False,False,False,True,True
"Dubai, UAE Variant 116",UAE,Asia,3899520,120.42291751110261,94.24980783076944,Desert,"['Luxury shopping', 'Desert safaris', 'Fine dining']",Luxury,False,False,True,True,True
"Dubai, UAE Variant 117",UAE,Asia,4391489,129.25872893569957,89.78925387088034,Desert,"['Luxury shopping', 'Desert safaris', 'Fine dining']",Luxury,False,False,True,True,True
"Capri, Italy Variant 118",Italy,Europe,8080,117.53690244633194,93.48888450505606,Mediterranean,"['Luxury villas', 'Boat tours', 'Fine dining']",Luxury,False,False,False,True,True
Monaco Variant 119,Monaco,Europe,48076,166.14976818911148,99.98546877747268,Mediterranean,"['Casino', 'Yachting', 'Luxury resorts']",Luxury,False,False,False,True,True
Monaco Variant 120,Monaco,Europe,34015,157.68179564462847,93.33414167584536,Mediterranean,"['Casino', 'Yachting', 'Luxury resorts']",Luxury,False,False,False,True,True
"St. Moritz, Switzerland Variant 121",Switzerland,Europe,4967,169.1674491905922,93.53634267755658,Alpine,"['Skiing', 'Luxury spas', 'Fine dining']",Luxury,False,True,False,True,True
"St. Moritz, Switzerland Variant 122",Switzerland,Europe,5583,168.69156064389273,100.0,Alpine,"['Skiing', 'Luxury spas', 'Fine dining']",Luxury,False,True,False,True,True
"St. Moritz, Switzerland Variant 123",Switzerland,Europe,6353,146.23957736210644,95.30199182755817,Alpine,"['Skiing', 'Luxury spas', 'Fine dining']",Luxury,False,True,False,True,True
"St. Moritz, Switzerland Variant 124",Switzerland,Europe,5191,152.14013967365017,90.09477698423113,Alpine,"['Skiing', 'Luxury spas', 'Fine dining']",Luxury,False,True,False,True,True
"Capri, Italy Variant 125",Italy,Europe,16330,117.69133626155231,97.26630331660517,Mediterranean,"['Luxury villas', 'Boat tours', 'Fine dining']",Luxury,False,False,False,True,True
"Capri, Italy Variant 126",Italy,Europe,19232,130.54666578768763,92.18040977563625,Mediterranean,"['Luxury villas', 'Boat tours', 'Fine dining']",Luxury,False,False,False,True,True
"Beverly Hills, USA Variant 127",USA,North America,35190,143.8286229162145,85.60287629142034,Mediterranean,"['Celebrity spotting', 'Luxury shopping', 'Spas']",Luxury,False,False,False,True,True
Monaco Variant 128,Monaco,Europe,51664,145.20948942638248,86.13247833025193,Mediterranean,"['Casino', 'Yachting', 'Luxury resorts']",Luxury,False,False,False,True,True
"Dubai, UAE Variant 129",UAE,Asia,2335359,113.35390264966233,99.13071399391555,Desert,"['Luxury shopping', 'Desert safaris', 'Fine dining']",Luxury,False,False,True,True,True
"St. Moritz, Switzerland Variant 130",Switzerland,Europe,4955,155.06877177600228,100.0,Alpine,"['Skiing', 'Luxury spas', 'Fine dining']",Luxury,False,True,False,True,True
Monaco Variant 131,Monaco,Europe,35442,164.87727035658267,95.42640658982869,Mediterranean,"['Casino', 'Yachting', 'Luxury resorts']",Luxury,False,False,False,True,True
"Beverly Hills, USA Variant 132",USA,North America,39583,141.35718590547998,88.82455071713278,Mediterranean,"['Celebrity spotting', 'Luxury shopping', 'Spas']",Luxury,False,False,False,True,True
"Beverly Hills, USA Variant 133",USA,North America,32170,138.95875845775478,91.8987774814441,Mediterranean,"['Celebrity spotting', 'Luxury shopping', 'Spas']",Luxury,False,False,False,True,True
Monaco Variant 134,Monaco,Europe,40386,136.48925633791978,88.38771021628214,Mediterranean,"['Casino', 'Yachting', 'Luxury resorts']",Luxury,False,False,False,True,True
"Beverly Hills, USA Variant 135",USA,North America,46669,135.07250447220048,90.84707133450517,Mediterranean,"['Celebrity spotting', 'Luxury shopping', 'Spas']",Luxury,False,False,False,True,True
"Capri, Italy Variant 136",Italy,Europe,11574,120.85893006293331,78.90349813626233,Mediterranean,"['Luxury villas', 'Boat tours', 'Fine dining']",Luxury,False,False,False,False,True
"Dubai, UAE Variant 137",UAE,Asia,2726786,125.25302230362941,96.1655925769992,Desert,"['Luxury shopping', 'Desert safaris', 'Fine dining']",Luxury,False,False,True,True,True
"Dubai, UAE Variant 138",UAE,Asia,4526218,139.2180150197725,93.41343943604606,Desert,"['Luxury shopping', 'Desert safaris', 'Fine dining']",Luxury,False,False,True,True,True
"St. Moritz, Switzerland Variant 139",Switzerland,Europe,4572,136.78369593300084,91.67150141322279,Alpine,"['Skiing', 'Luxury spas', 'Fine dining']",Luxury,False,True,False,True,True
"Beverly Hills, USA Variant 140",USA,North America,24806,141.12104946824516,96.72319586629341,Mediterranean,"['Celebrity spotting', 'Luxury shopping', 'Spas']",Luxury,False,False,False,True,True
"Dubai, UAE Variant 141",UAE,Asia,2815460,145.72242166519652,88.09791576390985,Desert,"['Luxury shopping', 'Desert safaris', 'Fine dining']",Luxury,False,False,True,True,True
"St. Moritz, Switzerland Variant 142",Switzerland,Europe,3707,152.2034371953929,95.56053496779353,Alpine,"['Skiing', 'Luxury spas', 'Fine dining']",Luxury,False,True,False,True,True
"Beverly Hills, USA Variant 143",USA,North America,21026,133.30613947228866,82.89797718083882,Mediterranean,"['Celebrity spotting', 'Luxury shopping', 'Spas']",Luxury,False,False,False,False,True
"St. Moritz, Switzerland Variant 144",Switzerland,Europe,4178,164.48689768338906,100.0,Alpine,"['Skiing', 'Luxury spas', 'Fine dining']",Luxury,False,True,False,True,True
"St. Moritz, Switzerland Variant 145",Switzerland,Europe,5284,144.1401668776204,87.60037807430477,Alpine,"['Skiing', 'Luxury spas', 'Fine dining']",Luxury,False,True,False,True,True
"St. Moritz, Switzerland Variant 146",Switzerland,Europe,5894,174.89749607320582,94.41123327477366,Alpine,"['Skiing', 'Luxury spas', 'Fine dining']",Luxury,False,True,False,True,True
"Capri, Italy Variant 147",Italy,Europe,14001,130.1522809166507,88.79384466851324,Mediterranean,"['Luxury villas', 'Boat tours', 'Fine dining']",Luxury,False,False,False,True,True
Monaco Variant 148,Monaco,Europe,20363,151.33151211424286,96.50710257758384,Mediterranean,"['Casino', 'Yachting', 'Luxury resorts']",Luxury,False,False,False,True,True
"Capri, Italy Variant 149",Italy,Europe,8640,111.04653677636976,87.9594958041989,Mediterranean,"['Luxury villas', 'Boat tours', 'Fine dining']",Luxury,False,False,False,True,True
Monaco Variant 150,Monaco,Europe,39479,152.91761442533547,92.87507313311676,Mediterranean,"['Casino', 'Yachting', 'Luxury resorts']",Luxury,False,False,False,True,True
"Sydney, Australia Variant 1",Australia,Oceania,3741328,73.15211952882507,91.2978678074011,Temperate,"['Beaches', 'Zoo', 'Harbor cruises']",Family,True,False,True,True,False
"Orlando, USA Variant 2",USA,North America,341817,94.1886474740898,89.31939910834419,Subtropical,"['Theme parks', 'Family resorts', 'Water parks']",Family,False,False,False,True,False
"Sydney, Australia Variant 3",Australia,Oceania,5634323,114.64177238752437,94.98429386732904,Temperate,"['Beaches', 'Zoo', 'Harbor cruises']",Family,True,False,True,True,True
"Amsterdam, Netherlands Variant 4",Netherlands,Europe,1243407,104.15417021230274,93.3668896115825,Temperate,"['Canals', 'Museums', 'Bike tours']",Family,False,False,True,True,True
"Orlando, USA Variant 5",USA,North America,296824,87.33096445838734,86.68374524440394,Subtropical,"['Theme parks', 'Family resorts', 'Water parks']",Family,False,False,False,True,False
"Amsterdam, Netherlands Variant 6",Netherlands,Europe,750265,92.61087158015971,95.15077818279939,Temperate,"['Canals', 'Museums', 'Bike tours']",Family,False,False,False,True,False
"Sydney, Australia Variant 7",Australia,Oceania,7015020,95.8499841766488,77.3514189469727,Temperate,"['Beaches', 'Zoo', 'Harbor cruises']",Family,True,False,True,False,False
